case,TypeAcid,TotalDrivers,DeadPeople,Total_injuries,Unharmed,TypePlace,WeekDay,Month,HourNear,Motorcycle ,HeavyVehicle,LightVehicle,Vehicle,RoadType,Severity,DayOfYear,DayShift,Holidays,AccidentCause,AccidentClassification,DayPath ,WeatherCondition,Year,Latitude/Longitude
1362,Collision with a car,2,0,2,0,paved,Tuesday,1,07:15:00PM,NO,1,1,2,paved,Yes,10,PM,NO,Irregular overtaking,With injured victims,Night,clear,2023,
1363,Collision with a fixed object,1,0,1,0,paved,Wednesday,1,07:20:00PM,NO,0,1,1,paved,Yes,11,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1364,Collision with a fixed object,3,1,2,0,paved,Thursday,1,11:35:00PM,NO,0,1,1,paved,Yes,11,PM,NO,Overspeed,With fatal victims,Night,clear,2023,
1365,Run over animal,2,0,2,0,paved,Wednesday,1,01:10:00AM,NO,0,1,1,paved,Yes,11,AM,NO,Lack of focus,With injured victims,Dawn,clear,2023,
1366,Overturns ,2,0,2,0,paved,Wednesday,1,10:30:00AM,NO,1,0,1,paved,Yes,11,AM,NO,Lack of focus,With injured victims,Morning,clear,2023,
1367,Overturns ,1,1,0,0,paved,Wednesday,1,07:00:00PM,NO,1,0,1,paved,Yes,12,PM,NO,Overspeed-,With fatal victims ,Night,clear,2023,
1368,Collision with a car,3,1,1,1,paved,Wednesday,1,01:35:00PM,NO,1,1,2,paved,Yes,12,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1369,Collision with a fixed object,2,0,2,0,paved,Wednesday,1,03:45:00AM,NO,0,1,1,paved,Yes,12,AM,NO,Lack of focus,With injured victims,Dawn,clear,2023,
1370,Collision with a fixed object,1,0,1,0,paved,Wednesday,1,08:15:00Am,NO,0,1,1,paved,Yes,12,AM,NO,Overspeed,With injured victims,Morning,clear,2023,
1371,Collision with a car,3,0,2,1,paved,Friday,1,04:30:00PM,NO,0,2,2,paved,Yes,13,PM,Yes,Other,With injured victims,Midday,clear,2023,
1372,Overturns,1,1,1,0,paved,Friday,1,10:45:00AM,NO,1,0,1,paved,Yes,13,AM,Yes,Overspeed,With fatal victims,Morning,clear,2023,
1373,Overturns,1,0,1,0,paved,Friday,1,03:00:00PM,NO,1,0,1,paved,Yes,13,PM,Yes,Overspeed,With injured victims,Midday,clear,2023,
1374,Collision with a car,2,1,1,0,paved,Monday,1,01:20:00PM,NO,1,1,2,paved,Yes,15,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1375,Collision with a car,2,0,2,0,paved,Sunday,1,05:00:00PM,NO,1,1,2,paved,Yes,15,PM,NO,Irregular rotation,With injured victims,Dusk,clear,2023,
1376,Pedestrian run over,2,0,1,1,paved,Sunday,1,10:00:00AM,NO,0,1,1,paved,Yes,15,AM,NO,Lack of focus,With injured victims,Morning,clear,2023,
1377,Pedestrian run over,2,1,0,1,paved,Tuesday,1,04:45:00PM,NO,0,1,1,paved,Yes,17,PM,NO,Lack of focus,With fatal victims,Dusk,clear,2023,
1378,Pedestrian run over,2,0,1,1,paved,Tuesday,1,08:00:00PM,NO,0,1,1,paved,Yes,17,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1379,Collision with a car,5,0,3,2,paved,Tuesday,1,08:30:00PM,NO,3,1,4,paved,Yes,17,PM,NO,Irregular overtaking,With injured victims,Night,clear,2023,
1380,Collision with a car,3,2,0,1,paved,Tuesday,1,07:30:00AM,NO,0,3,0,paved,Yes,17,AM,NO,Irregular overtaking,With fatal victims,Morning,clear,2023,
1381,Overturns ,1,1,0,0,paved,Tuesday,1,02:30:00PM,NO,0,1,1,paved,Yes,17,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1382,Overturns,2,1,1,0,paved,Wednesday,1,12:00:00PM,NO,0,1,1,paved,Yes,18,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1383,Collision with a car,26,1,25,0,paved,Wednesday,1,11:45:00AM,NO,2,0,2,paved,Yes,18,AM,NO,Other,With fatal victims,Midday,clear,2023,
1384,Collision with a car,2,0,2,0,paved,Wednesday,1,11:15:00PM,NO,0,2,2,paved,Yes,18,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1385,Collision with a car,4,0,4,0,paved,Wednesday,1,06:30:00PM,NO,0,2,2,paved,Yes,18,PM,NO,Lack of focus,With injured victims,Dusk,clear,2023,
1386,Overturns,1,0,1,0,paved,Thursday,1,01:25:00AM,NO,0,1,1,paved,Yes,19,AM,NO,Lack of focus,With injured victims,Night,clear,2023,
1387,Overturns,2,1,1,0,paved,Thursday,1,06:50:00PM,NO,1,0,1,paved,Yes,19,PM,NO,Other,With fatal victims,Dusk,clear,2023,
1388,Collision with a car,2,0,1,1,paved,Thursday,1,07:00:00PM,NO,0,2,2,paved,Yes,19,PM,NO,Other,With injured victims,Night,clear,2023,
1389,Collision with a car,2,0,1,1,paved,Thursday,1,10:00:00PM,NO,1,0,1,paved,Yes,19,PM,NO,Other,With injured victims,Night,clear,2023,
1390,Pedestrian run over,2,1,0,1,paved,Friday,1,08:05:00AM,NO,0,1,1,paved,Yes,20,AM,Yes,Other,With fatal victims,Morning,clear,2023,
1391,Collision with a car,4,0,4,0,paved,Friday,1,07:15:00AM,NO,0,2,2,paved,Yes,20,AM,Yes,Other,With injured victims,Morning,clear,2023,
1392,Collision with a fixed object,1,1,0,0,paved,Friday,1,05:30:00PM,NO,0,1,1,paved,Yes,20,PM,Yes,Lack of focus,With fatal victims,Dusk,clear,2023,
1393,Collision with a fixed object,1,1,0,0,paved,Friday,1,02:30:00AM,NO,0,1,1,paved,Yes,20,AM,Yes,Lack of focus,With fatal victims,Night,clear,2023,
1394,Collision with a fixed object,2,1,1,0,paved,Saturday,1,02:00:00PM,NO,0,1,1,paved,Yes,21,PM,Yes,Lack of focus,With fatal victims,Midday,clear,2023,
1395,Overturns,1,0,1,0,paved,Saturday,1,10:00:00AM,Yes,0,0,0,paved,Yes,21,AM,Yes,Overspeed,With injured victims,Morning,clear,2023,
1396,Overturns,2,1,1,0,paved,Saturday,1,08:00:00PM,NO,0,1,1,paved,Yes,21,PM,Yes,Other,With fatal victims,Night,clear,2023,
1397,Collision with a fixed object,1,1,0,0,paved,Saturday,1,03:00:00PM,NO,0,1,1,paved,Yes,21,PM,Yes,Overspeed,With fatal victims,Midday,clear,2023,
1398,Overturns,3,0,3,0,paved,Sunday,1,08:42:00PM,NO,0,1,1,paved,Yes,22,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1399,Collision with a car,7,0,7,0,paved,Monday,1,03:10:00PM,NO,1,1,2,paved,Yes,23,PM,NO,Irregular rotation,With injured victims,Midday,clear,2023,
1400,Collision with a fixed objec,4,1,3,0,paved,Monday,1,08:30:00PM,NO,0,1,1,paved,Yes,23,PM,NO,Overspeed,With fatal victims,Night,clear,2023,
1401,Pedestrian run over,3,1,1,1,paved,Monday,1,09:15:00PM,NO,0,1,1,paved,Yes,23,PM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1402,Collision with a fixed object,1,1,0,0,paved,Monday,1,10:30:00AM,NO,0,1,1,paved,Yes,23,AM,NO,Overspeed,With fatal victims,Morning,clear,2023,
1403,Collision with a car,2,1,0,1,paved,Monday,1,10:36:00AM,NO,1,1,2,paved,Yes,23,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1404,Overturns,1,0,1,0,paved,Tuesday,1,06:30:00PM,NO,0,1,1,paved,Yes,24,PM,NO,Lack of focus,With injured victims,Dusk,clear,2023,
1405,Collision with a car,2,0,1,1,paved,Tuesday,1,11:45:00PM,NO,0,1,1,paved,Yes,24,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1406,Collision with a car,3,2,1,0,paved,Wednesday,1,12:50:00PM,NO,1,2,3,paved,Yes,25,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1407,Collision with a car,2,0,2,0,paved,Thursday,1,08:15:00PM,NO,0,2,2,paved,Yes,26,PM,NO,Overspeed,With injured victims,Night,clear,2023,
1408,Pedestrian run over,2,1,0,1,paved,Thursday,1,11:15:00AM,NO,0,1,1,paved,Yes,26,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1409,Collision with a car,3,1,0,2,paved,Thursday,1,04:00:00PM,NO,2,1,3,paved,Yes,26,PM,NO,Overspeed,With fatal victims,Dusk,clear,2023,
1410,Overturns,1,0,1,0,paved,Friday,1,06:10:00AM,NO,0,1,1,paved,Yes,27,AM,Yes,Overspeed,With injured victims,Morning,clear,2023,
1411,Collision with a car,5,1,3,1,paved,Friday,1,11:00:00AM,NO,2,0,2,paved,Yes,27,AM,Yes,Lack of focus,With fatal victims ,Midday,clear,2023,
1412,Pedestrian run over,2,0,1,1,paved,Saturday,1,04:20:00PM,NO,0,1,1,paved,Yes,28,PM,Yes,Lack of focus,With injured victims,Dusk,clear,2023,
1413,Collision with a fixed object,1,0,1,0,paved,Saturday,1,02:30:00PM,NO,0,1,1,paved,Yes,28,PM,Yes,Lack of focus,With injured victims,Midday,clear,2023,
1414,Pedestrian run over,2,0,1,1,paved,Saturday,1,09:15:00PM,NO,1,0,1,paved,Yes,28,PM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1415,Pedestrian run over,2,0,1,1,paved,Sunday,1,12:15:00PM,NO,0,1,1,paved,Yes,28,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1416,Collision with a fixed object,3,0,3,0,paved,Sunday,1,01:00:00PM,NO,0,1,1,paved,Yes,29,PM,NO,Lack of focus,With injured victims,Midday,clear,2023,
1417,Collision with a car,7,5,2,0,paved,Monday,1,07:50:00PM,NO,0,2,2,paved,Yes,29,PM,NO,Irregular overtaking,With fatal victims,Night,clear,2023,
1418,Collision with a fixed object,2,0,2,0,paved,Sunday,1,06:53:00PM,NO,1,0,1,paved,Yes,29,PM,NO,Lack of focus,With injured victims,Dusk,clear,2023,
1419,Collision with a fixed object,1,1,0,0,paved,Monday,1,11:30:00PM,NO,0,1,1,paved,Yes,30,PM,NO,Overspeed,With fatal victims,Night,clear,2023,
1420,Collision with a car ,2,1,0,1,paved,Tuesday,1,12:21:00PM,NO,1,1,2,paved,Yes,31,PM,NO,Irregular rotation,With fatal victims,Midday,clear,2023,
1421,Overturns,2,0,1,1,paved,Tuesday,1,10:00:00AM,NO,1,0,1,paved,Yes,31,AM,NO,Overspeed,With injured victims,Morning,clear,2023,
1422,Pedestrian run over,3,1,1,1,paved,Tuesday,1,11:30:00AM,NO,0,1,1,paved,Yes,31,AM,NO,Lack of focus,With fatal victims,Midday,clear,2023,
1423,Pedestrian run over,2,0,1,1,paved,Wednesday,2,08:40:00PM,NO,0,1,1,paved,Yes,1,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1424,Run over animal ,1,1,0,0,paved,Wednesday,2,02:00:00AM,NO,0,1,1,paved,Yes,1,AM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1425,Collision with a car,2,1,0,1,paved,Wednesday,2,04:21:00AM,NO,1,1,2,paved,Yes,1,AM,NO,Irregular rotation,With fatal victims,Dawn,clear,2023,
1426,Pedestrian run over,2,0,1,1,paved,Thursday,2,07:20:00AM,NO,0,1,1,paved,Yes,2,AM,NO,Lack of focus,Without victims,Morning,clear,2023,
1427,Pedestrian run over,2,0,1,1,paved,Thursday,2,01:45:00PM,NO,0,1,1,paved,Yes,2,PM,NO,Lack of focus,Without victims,Midday,clear,2023,
1428,Collision with a car,2,0,2,0,paved,Friday,2,09:08:00PM,NO,0,2,2,paved,Yes,3,PM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1429,Collision with a fixed object,1,0,1,0,paved,Friday,2,12:00:00PM,NO,0,1,1,paved,Yes,3,PM,Yes,Lack of focus,With injured victims,Midday,clear,2023,
1430,Overturns,3,0,3,0,paved,Friday,2,01:00:00AM,NO,0,1,1,paved,Yes,3,AM,Yes,Overspeed,With injured victims,Night,clear,2023,
1431,Pedestrian run over,2,0,1,1,paved,Friday,2,01:45:00AM,NO,0,1,1,paved,Yes,3,AM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1432,Pedestrian run over,2,0,1,1,paved,Friday,2,01:00:00AM,NO,0,1,1,paved,Yes,3,AM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1433,Pedestrian run over,2,0,1,1,paved,Saturday,2,08:08:00AM,NO,0,1,1,paved,Yes,4,AM,Yes,Lack of focus,With injured victims,Morning,clear,2023,
1434,Pedestrian run over,2,0,1,1,paved,Saturday,2,07:55:00PM,NO,0,1,1,paved,Yes,4,PM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1435,Overturns,1,1,0,0,paved,Sunday,2,01:50:00AM,NO,1,0,1,paved,Yes,5,AM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1436,Pedestrian run over,2,0,1,1,paved,Sunday,2,09:50:00PM,NO,1,0,1,paved,Yes,5,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1437,Overturns,2,1,1,0,paved,Monday,2,07:00:00AM,NO,0,1,1,paved,Yes,6,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1438,Collision with a car,2,0,1,1,paved,Monday,2,12:10:00PM,NO,1,1,2,paved,Yes,6,PM,NO,Overspeed,With injured victims,Midday,clear,2023,
1439,Pedestrian run over,2,0,1,1,paved,Tuesday,2,05:15:00PM,NO,0,1,1,paved,Yes,7,PM,NO,Overspeed,With injured victims,Dusk,clear,2023,
1440,Collision with a car,2,0,1,1,paved,Tuesday,2,08:16:00AM,NO,1,1,2,paved,Yes,7,AM,NO,Lack of focus,With injured victims,Morning,clear,2023,
1441,Overturns,3,1,2,0,paved,Wednesday,2,07:15:00AM,NO,0,1,1,paved,Yes,8,AM,NO,Overspeed,With fatal victims,Morning,clear,2023,
1442,Collision with a car ,2,1,1,0,paved,Wednesday,2,10:05:00AM,NO,1,1,2,paved,Yes,8,AM,NO,Overspeed,With fatal victims,Morning,clear,2023,
1443,Collision with a car ,2,1,1,0,paved,Thursday,2,07:30:00PM,NO,0,2,2,paved,Yes,9,PM,NO,Irregular rotation,With fatal victims,Night,clear,2023,
1444,Overturns,4,3,1,0,paved,Friday,2,07:30:00AM,NO,0,1,1,paved,Yes,10,AM,Yes,Overspeed,With fatal victims,Morning,clear,2023,
1445,Pedestrian run over,2,1,0,1,paved,Friday,2,06:15:00PM,NO,0,1,1,paved,Yes,10,PM,Yes,Lack of focus,Withfatal victims,Dusk,clear,2023,
1446,Collision with a car,2,1,1,0,paved,Friday,2,03:20:00PM,NO,0,2,2,paved,Yes,10,PM,Yes,Irregular overtaking,With fatal victims,Midday,clear,2023,
1447,Pedestrian run over,2,0,1,1,paved,Saturday,2,01:00:00PM,NO,0,1,1,paved,Yes,11,PM,Yes,Lack of focus,With injured victims,Midday,clear,2023,
1448,Collision with a car,3,0,3,0,paved,Sunday,2,08:30:00PM,NO,1,1,2,paved,Yes,12,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1449,Overturns,1,1,0,0,paved,Sunday,2,08:30:00AM,NO,1,0,1,paved,Yes,12,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1450,Pedestrian run over,2,0,1,1,paved,Sunday,2,12:50:00PM,NO,0,1,1,paved,Yes,12,PM,NO,Lack of focus,With injured victims,Midday,clear,2023,
1451,Collision with a car,4,0,4,0,paved,Monday,2,10:30:00PM,NO,0,2,2,paved,Yes,13,PM,NO,Overspeed,With injured victims,Night,clear,2023,
1452,Collision with a car,3,0,3,0,paved,Monday,2,11:45:00AM,NO,0,2,2,paved,Yes,13,AM,NO,Overspeed,With injured victims,Midday,clear,2023,
1453,Overturns,1,1,0,0,paved,Wednesday,2,03:00:00PM,NO,0,1,1,paved,Yes,15,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1454,Overturns,3,0,3,0,paved,Thursday,2,12:30:00PM,NO,0,1,1,paved,Yes,16,PM,NO,Overspeed,With injured victims,Midday,clear,2023,
1455,Pedestrian run over,2,0,1,1,paved,Friday,2,11:48:00PM,NO,0,1,1,paved,Yes,17,PM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1456,Collision with a car,4,0,4,0,paved,Friday,2,01:30:00AM,NO,1,1,2,paved,Yes,17,AM,Yes,Overspeed,With injured victims,Night,clear,2023,
1457,Collision with a car,9,0,9,0,paved,Friday,2,03:30:00AM,NO,0,3,2,paved,Yes,17,AM,Yes,Irregular overtaking,With injured victims,Dawn,clear,2023,
1458,Overturns,1,1,0,0,paved,Friday,2,04:35:00PM,NO,1,0,1,paved,Yes,17,PM,Yes,Lack of focus,With fatal victims,Dusk,clear,2023,
1459,Collision with a car,2,0,1,1,paved,Friday,2,10:00:00PM,NO,1,1,2,paved,Yes,17,PM,Yes,Overspeed,With injured victims,Night,clear,2023,
1460,Collision with a car,2,0,1,1,paved,Sunday,2,04:00:00PM,NO,1,1,2,paved,Yes,19,PM,NO,Overspeed,With injured victims,Dusk,clear,2023,
1461,Overturns,4,0,3,1,paved,Sunday,2,04:00:00PM,NO,0,1,1,paved,Yes,19,PM,NO,Overspeed,With injured victims,Dusk,clear,2023,
1462,Collision with a fixed object,1,0,1,0,paved,Monday,2,11:20:00PM,NO,0,1,1,paved,Yes,20,PM,NO,Overspeed,With injured victims,Night,clear,2023,
1463,Collision with a car,5,1,4,0,paved,Tuesday,2,10:30:00PM,NO,1,1,2,paved,Yes,21,PM,NO,Irregular rotation,With fatal victims,Night,clear,2023,
1464,Overturns,1,1,0,0,paved,Tuesday,2,03:20:00PM,NO,1,0,1,paved,Yes,21,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1465,Collision with a car,4,0,3,1,paved,Wednesday,2,12:20:00PM,NO,1,1,2,paved,Yes,22,PM,NO,Lack of focus,With injured victims,Midday,clear,2023,
1466,Overturns,2,1,1,0,paved,Wednesday,2,04:36:00PM,NO,0,1,1,paved,Yes,22,PM,NO,Overspeed,With fatal victims,Dusk,clear,2023,
1467,Collision with a car,3,1,2,0,paved,Wednesday,2,01:50:00AM,NO,1,1,2,paved,Yes,22,AM,NO,Irregular rotation,With fatal victims,Night,clear,2023,
1468,Collision with a car ,8,1,6,1,paved,Thursday,2,09:37:00PM,NO,2,1,3,paved,Yes,23,PM,NO,Irregular overtaking,With fatal victims,Night,clear,2023,
1469,Pedestrian run over,2,1,0,1,paved,Thursday,2,12:20:00PM,NO,0,1,1,paved,Yes,23,PM,NO,Lack of focus,With fatal victims,Midday,clear,2023,
1470,Collision with a car ,3,1,2,0,paved,Friday,2,11:37:00PM,NO,0,2,2,paved,Yes,24,PM,Yes,Lack of focus,With fatal victims,Night,clear,2023,
1471,Overturns,1,0,1,0,paved,Friday,2,07:20:00AM,NO,0,1,1,paved,Yes,24,AM,Yes,Overspeed,With injured victims,Morning,clear,2023,
1472,Collision with a fixed object,2,1,1,0,paved,Friday,2,03:20:00PM,NO,0,1,1,paved,Yes,24,PM,Yes,Overspeed,With fatal victims,Midday,clear,2023,
1473,Collision with a ca,3,0,3,0,paved,Saturday,2,10:50:00AM,NO,1,1,2,paved,Yes,25,AM,Yes,Overspeed,With injured victims,Morning,clear,2023,
1474,Overturns,2,0,2,0,paved,Saturday,2,08:08:00AM,NO,1,0,1,paved,Yes,25,AM,Yes,Lack of focus,With injured victims,Morning,clear,2023,
1475,Collision with a ca,3,0,3,0,paved,Saturday,2,05:30:00PM,NO,0,2,2,paved,Yes,25,PM,Yes,Lack of focus,With injured victims,Dusk,clear,2023,
1476,Collision with a fixed object,1,0,1,0,paved,Saturday,2,01:30:00AM,NO,0,1,1,paved,Yes,25,AM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1477,Pedestrian run over,2,0,1,1,paved,Monday,2,01:32:00PM,NO,0,1,1,paved,Yes,27,PM,NO,Lack of focus,With injured victims,Midday,clear,2023,
1478,Pedestrian run over,2,0,1,1,paved,Monday,2,04:37:00PM,NO,1,0,1,paved,Yes,27,PM,NO,Lack of focus,With injured victims,Dusk,clear,2023,
1479,Pedestrian run over,2,0,1,1,paved,Wednesday,3,12:50:00PM,NO,0,1,1,paved,Yes,1,PM,NO,Lack of focus,With injured victims,Midday,clear,2023,
1480,Collision with a car,2,1,0,1,paved,Thursday,3,04:00:00PM,NO,1,1,2,paved,Yes,2,PM,NO,Overspeed,With fatal victims,Dusk,clear,2023,
1481,Collision with a car,2,1,0,1,paved,Thursday,3,06:00:00AM,NO,2,0,2,paved,Yes,2,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1482,Collision with a fixed object,1,0,1,0,paved,Friday,3,03:30:00AM,NO,0,1,1,paved,Yes,3,AM,Yes,Lack of focus,With injured victims,Dawn,clear,2023,
1483,Collision with a car,2,0,1,1,paved,Saturday,3,02:00:00AM,NO,2,0,2,paved,Yes,4,AM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1484,Collision with a fixed object,3,0,2,1,paved,Sunday,3,07:30:00AM,NO,0,1,1,paved,Yes,5,AM,NO,Overspeed,With injured victims,Morning,clear,2023,
1485,Collision with a car,3,2,1,0,paved,Sunday,3,07:50:00PM,NO,0,2,2,paved,Yes,5,PM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1486,Pedestrian run over,2,1,0,1,paved,Monday,3,08:00:00PM,NO,1,0,1,paved,Yes,6,PM,NO,Overspeed,With fatal victims,Night,clear,2023,
1487,Overturns ,3,1,2,0,paved,Monday,3,01:45:00PM,NO,1,0,1,paved,Yes,6,PM,NO,Overspeed,With fatal victims,Midday,clear,2023,
1489,Collision with a car,2,0,1,1,paved,Tuesday,3,07:00:00PM,NO,0,2,2,paved,Yes,7,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1490,Collision with a car,4,1,3,0,paved,Tuesday,3,01:30:00AM,NO,0,2,2,paved,Yes,7,AM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1491,Collision with a car,4,0,3,1,paved,Wednesday,3,09:00:00AM,NO,0,2,2,paved,Yes,8,AM,NO,Lack of focus,With injured victims,Morning,clear,2023,
1492,Collision with a fixed object,2,0,1,1,paved,Wednesday,3,10:30:00PM,NO,0,1,1,paved,Yes,8,PM,NO,Lack of focus,With injured victims,Morning,clear,2023,
1493,Pedestrian run over,2,0,1,1,paved,Thursday,3,03:30:00PM,NO,0,1,1,paved,Yes,9,PM,NO,Other,With injured victim,Midday,clear,2023,
1494,Collision with a fixed object,1,0,1,0,paved,Thursday,3,10:00:00AM,NO,0,1,1,paved,Yes,9,AM,NO,Lack of focus,With injured victim,Morning,clear,2023,
1495,Collision with a car,11,7,4,0,paved,Thursday,3,03:00:00PM,NO,1,2,3,paved,Yes,9,PM,NO,Irregular overtaking,With fatal victims,Midday,clear,2023,
1496,Collision with a car ,3,0,2,1,paved,Friday,3,04:10:00AM,NO,0,3,3,paved,Yes,10,AM,Yes,Other,With injured victims,Dawn,clear,2023,
1497,Collision with a car ,2,0,1,1,paved,Friday,3,09:52:00PM,NO,2,0,2,paved,Yes,10,PM,Yes,Other,With injured victims,Night,clear,2023,
1498,Overturns,1,1,0,0,paved,Saturday,3,01:05:00AM,NO,0,1,1,paved,Yes,11,AM,Yes,Lack of focus,With fatal victims,Night,clear,2023,
1499,Collision with a car ,3,0,1,2,paved,Saturday,3,10:40:00PM,NO,0,2,2,paved,Yes,11,PM,Yes,Lack of focus,With injured victims,Night,clear,2023,
1500,Collision with a car,2,0,1,1,paved,Sunday,3,08:00:00PM,NO,2,0,2,paved,Yes,12,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1501,Collision with a car,2,1,0,1,paved,Sunday,3,01:20:00AM,NO,1,1,2,paved,Yes,12,AM,NO,OVerspeed,With fatal victims,Night,clear,2023,
1502,Collision with a car,2,0,2,1,paved,Sunday,3,02:10:00AM,NO,0,2,2,paved,Yes,12,AM,NO,Irregular overtaking,With injured victims,Night,clear,2023,
1503,Overturns ,1,1,0,0,paved,Sunday,3,03:30:00AM,NO,0,1,1,paved,Yes,12,AM,NO,Lack of focus,With fatal victims,Dawn,clear,2023,
1504,Collision with a car,8,1,7,0,paved,Monday,3,05:45:00PM,NO,0,3,3,paved,Yes,13,PM,NO,Overspeed,With fatal victims,Dusk,clear,2023,
1505,Overturns,3,1,2,0,paved,Monday,3,01:30:00AM,NO,1,0,1,paved,Yes,13,AM,NO,Overspeed,With fatal victims,Night,clear,2023,
1506,Collision with a car,3,1,2,0,paved,Monday,3,11:30:00PM,NO,0,2,2,paved,Yes,13,PM,NO,Overspeed,With fatal victims,Night,clear,2023,
1507,Collision with a fixed object,1,1,0,0,paved,Monday,3,11:00:00AM,NO,0,1,1,paved,Yes,13,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1508,Collision with a car,2,0,1,1,paved,Tuesday,3,07:30:00PM,NO,0,2,2,paved,Yes,14,PM,NO,Lack of focus,With injured victims,Night,clear,2023,
1509,Collision with a fixed object,3,0,3,0,paved,Wednesday,3,01:55:00AM,NO,0,1,1,paved,Yes,14,AM,NO,Lack of focus,With injured victims,Night,clear,2023,
1510,Pedestrian run over,3,1,2,0,paved,Wednesday,3,09:00:00AM,NO,0,1,1,paved,Yes,15,AM,NO,Lack of focus,With fatal victims,Morning,clear,2023,
1511,Overturns,2,0,2,0,paved,Wednesday,3,07:40:00PM,NO,0,1,1,paved,Yes,15,PM,NO,OVerspeed,With injured victims,Night,clear,2023,
1512,Collision with a car,6,0,6,0,paved,Thursday,3,02:00:00PM,NO,2,0,2,paved,Yes,15,PM,NO,OVerspeed,With injured victims,Midday,clear,2023,
1513,Collision with a car,4,0,4,0,paved,Wednesday,3,03:00:00AM,NO,1,1,2,paved,Yes,15,AM,NO,Other,With injured victims,Dawn,clear,2023,
1514,Overturns,1,1,0,0,paved,Wednesday,3,11:41:00AM,NO,1,0,1,paved,Yes,15,AM,NO,Lack of focus,With fatal victims,Midday,clear,2023,
1515,Pedestrian run over,1,1,0,0,paved,Wednesday,3,04:00:00PM,NO,1,0,1,paved,Yes,15,PM,NO,Lack of focus,With fatal victims,Dusk,clear,2023,
1516,Overturns,1,1,0,0,paved,Wednesday,3,02:30:00AM,NO,0,1,1,paved,Yes,15,AM,NO,OVerspeed,With fatal victims,Night,clear,2023,
1517,Collision with a car,2,1,1,0,paved,Wednesday,3,10:39:00PM,NO,0,2,2,paved,Yes,15,PM,NO,Lack of focus,With fatal victims,Night,clear,2023,
1518,Overturns,1,0,1,0,paved,Wednesday,3,10:16:00AM,NO,0,1,1,paved,Yes,15,AM,NO,Lack of focus,With injured victims,Morning,clear,2023,
1519,Collision with a car,3,1,2,0,paved,Friday,3,05:40:00PM,NO,1,1,2,paved,Yes,17,PM,Yes,Lack of focus,With fatal victims,Dusk,clear,2023,
1520,Overturns,1,0,1,0,paved,Friday,3,03:00:00PM,NO,0,1,1,paved,Yes,17,PM,Yes,OVerspeed,With injured victims,Midday,clear,2023,
1521,Collision with a fixed object,1,0,1,0,paved,Friday,3,03:00:00AM,NO,0,1,1,paved,Yes,17,AM,Yes,Lack of focus,With injured victims,Dawn,clear,2023,
1522,Overturns ,3,0,3,0,paved,Friday,3,12:15:00AM,NO,1,0,1,paved,Yes,17,AM,Yes,Overspeed,With injured victims,Night,clear,2023,
1523,Collision with a car,3,1,1,1,paved,Saturday,3,12:00:00PM,NO,1,2,3,paved,Yes,18,PM,Yes,Irregular overtaking,With fatal victims,Midday,clear,2023,
1524,Collision with a car,2,1,1,0,paved,Saturday,3,09:20:00PM,NO,1,1,2,paved,Yes,18,PM,Yes,OVerspeed,With fatal victims,Night,clear,2023,
